member_id,training_seed,sample_id,true_class,severity,predicted_class,confidence,probability_scratch,probability_surface_spot,probability_discoloration,probability_contamination,probability_lead_breakage,probability_body_chip,probability_body_crack
seed_2700701,2700701,syn-v2-700-scratch-0021,scratch,mild,scratch,0.926077783108,0.926077783108,0.002900118241,0.001549459412,0.003144243965,0.007405177690,0.053958222270,0.004964986816
seed_2700701,2700701,syn-v2-700-scratch-0035,scratch,mild,scratch,0.982914805412,0.982914805412,0.004487233702,0.000275284838,0.001458751736,0.002205281053,0.007245078217,0.001413551276
seed_2700701,2700701,syn-v2-700-scratch-0077,scratch,mild,scratch,0.891312897205,0.891312897205,0.000982410042,0.000367883797,0.001850242843,0.085695669055,0.018884172663,0.000906845205
seed_2700701,2700701,syn-v2-700-scratch-0045,scratch,mild,scratch,0.999718487263,0.999718487263,0.000074909018,0.000038080358,0.000039978684,0.000051168889,0.000039182290,0.000038233011
seed_2700701,2700701,syn-v2-700-scratch-0088,scratch,mild,scratch,0.999829411507,0.999829411507,0.000030900213,0.000003052262,0.000009250177,0.000001909559,0.000089281268,0.000036119949
seed_2700701,2700701,syn-v2-700-scratch-0069,scratch,mild,scratch,0.998633325100,0.998633325100,0.000076471690,0.000041160012,0.000089647612,0.000084567851,0.000702929567,0.000371899194
seed_2700701,2700701,syn-v2-700-scratch-0017,scratch,mild,scratch,0.998813867569,0.998813867569,0.000191806161,0.000039002061,0.000066465764,0.000340994709,0.000183543234,0.000364329491
seed_2700701,2700701,syn-v2-700-scratch-0042,scratch,mild,scratch,0.999527215958,0.999527215958,0.000135882015,0.000039679046,0.000050416551,0.000007168798,0.000176357280,0.000063299332
seed_2700701,2700701,syn-v2-700-scratch-0048,scratch,mild,scratch,0.997229516506,0.997229516506,0.001049590181,0.000049513546,0.000116643540,0.000295675360,0.001129677170,0.000129385284
seed_2700701,2700701,syn-v2-700-scratch-0013,scratch,mild,body_chip,0.689597129822,0.225834935904,0.006362500601,0.003685944946,0.005375045817,0.063760995865,0.689597129822,0.005383356009
seed_2700701,2700701,syn-v2-700-scratch-0056,scratch,mild,scratch,0.999963045120,0.999963045120,0.000010106580,0.000000664560,0.000001802573,0.000001469533,0.000006636071,0.000016204051
seed_2700701,2700701,syn-v2-700-scratch-0050,scratch,mild,body_chip,0.543942809105,0.038004137576,0.007919194177,0.002766487189,0.036909792572,0.028232248500,0.543942809105,0.342225283384
seed_2700701,2700701,syn-v2-700-scratch-0046,scratch,mild,scratch,0.963957607746,0.963957607746,0.001218873309,0.000792402541,0.002781470073,0.026332585141,0.002743519377,0.002173515037
seed_2700701,2700701,syn-v2-700-scratch-0020,scratch,mild,scratch,0.988844692707,0.988844692707,0.003980023321,0.000061408355,0.000385501044,0.003163107904,0.002201062161,0.001364209340
seed_2700701,2700701,syn-v2-700-scratch-0095,scratch,mild,scratch,0.999832153320,0.999832153320,0.000057593868,0.000002326859,0.000007011526,0.000025113048,0.000049220664,0.000026544732
seed_2700701,2700701,syn-v2-700-scratch-0055,scratch,mild,scratch,0.999746024609,0.999746024609,0.000076567194,0.000012793037,0.000010798852,0.000121698482,0.000015606161,0.000016474465
seed_2700701,2700701,syn-v2-700-scratch-0009,scratch,mild,scratch,0.999791324139,0.999791324139,0.000062702959,0.000018501793,0.000026323296,0.000044196717,0.000036724323,0.000020278234
seed_2700701,2700701,syn-v2-700-scratch-0031,scratch,mild,scratch,0.999934792519,0.999934792519,0.000027151986,0.000002289659,0.000006955487,0.000010745842,0.000009551443,0.000008541682
seed_2700701,2700701,syn-v2-700-scratch-0002,scratch,mild,scratch,0.996873617172,0.996873617172,0.000502238981,0.000090731402,0.000246586715,0.000258391345,0.001465130947,0.000563381589
seed_2700701,2700701,syn-v2-700-scratch-0089,scratch,mild,scratch,0.999747097492,0.999747097492,0.000026002250,0.000019039333,0.000012261995,0.000048980764,0.000098407938,0.000048124177
seed_2700701,2700701,syn-v2-700-scratch-0078,scratch,mild,scratch,0.999831318855,0.999831318855,0.000046973946,0.000002179758,0.000017654516,0.000032130407,0.000049618586,0.000019979334
seed_2700701,2700701,syn-v2-700-scratch-0083,scratch,mild,scratch,0.968779206276,0.968779206276,0.008592801169,0.000352051720,0.002707027597,0.011080801487,0.006905793678,0.001582284342
seed_2700701,2700701,syn-v2-700-scratch-0070,scratch,mild,scratch,0.999611675739,0.999611675739,0.000065170825,0.000006575796,0.000011010738,0.000049539089,0.000180541130,0.000075578937
seed_2700701,2700701,syn-v2-700-scratch-0052,scratch,mild,scratch,0.999878883362,0.999878883362,0.000046438458,0.000001175347,0.000003739434,0.000005246065,0.000049085193,0.000015378451
seed_2700701,2700701,syn-v2-700-scratch-0030,scratch,mild,scratch,0.999717891216,0.999717891216,0.000052644460,0.000018913204,0.000046897589,0.000058398728,0.000051044623,0.000054121570
seed_2700701,2700701,syn-v2-700-scratch-0051,scratch,mild,scratch,0.998422265053,0.998422265053,0.000505403266,0.000064675856,0.000113777678,0.000329143746,0.000425025995,0.000139756608
seed_2700701,2700701,syn-v2-700-scratch-0059,scratch,mild,body_chip,0.636287748814,0.259474277496,0.035564064980,0.003543464467,0.011341227219,0.049969177693,0.636287748814,0.003820018843
seed_2700701,2700701,syn-v2-700-scratch-0086,scratch,mild,scratch,0.989764451981,0.989764451981,0.003170810407,0.000083964966,0.000133538240,0.000399051962,0.005974720698,0.000473479799
seed_2700701,2700701,syn-v2-700-scratch-0063,scratch,mild,scratch,0.982357978821,0.982357978821,0.011983226053,0.000106265623,0.000777874608,0.001885411330,0.002142183715,0.000747138518
seed_2700701,2700701,syn-v2-700-scratch-0033,scratch,moderate,scratch,0.999920368195,0.999920368195,0.000046933976,0.000004895616,0.000010454563,0.000001630053,0.000005879750,0.000009783265
seed_2700701,2700701,syn-v2-700-scratch-0064,scratch,moderate,scratch,0.999899744987,0.999899744987,0.000049125738,0.000002941044,0.000005812409,0.000005125614,0.000017934395,0.000019378320
seed_2700701,2700701,syn-v2-700-scratch-0085,scratch,moderate,scratch,0.992625534534,0.992625534534,0.005054505076,0.000091900074,0.000757805596,0.000583671033,0.000308286923,0.000578250852
seed_2700701,2700701,syn-v2-700-scratch-0037,scratch,moderate,scratch,0.999569237232,0.999569237232,0.000090599511,0.000021642014,0.000024124975,0.000019577530,0.000053780193,0.000221095310
seed_2700701,2700701,syn-v2-700-scratch-0038,scratch,moderate,scratch,0.998521149158,0.998521149158,0.000238027525,0.000097385200,0.000209218866,0.000157903793,0.000472656131,0.000303664419
seed_2700701,2700701,syn-v2-700-scratch-0039,scratch,moderate,scratch,0.999792397022,0.999792397022,0.000078050653,0.000004723348,0.000008981849,0.000032319658,0.000034484216,0.000049002370
seed_2700701,2700701,syn-v2-700-scratch-0025,scratch,moderate,scratch,0.999865293503,0.999865293503,0.000018092851,0.000008887673,0.000030080606,0.000001302254,0.000057870075,0.000018438339
seed_2700701,2700701,syn-v2-700-scratch-0024,scratch,moderate,scratch,0.999904990196,0.999904990196,0.000016613556,0.000011320313,0.000015158686,0.000006615094,0.000010966824,0.000034287266
seed_2700701,2700701,syn-v2-700-scratch-0019,scratch,moderate,scratch,0.999946594238,0.999946594238,0.000030392644,0.000003980512,0.000005843964,0.000002489062,0.000002647716,0.000008102707
seed_2700701,2700701,syn-v2-700-scratch-0061,scratch,moderate,scratch,0.999620318413,0.999620318413,0.000169757564,0.000038408903,0.000072494513,0.000009456297,0.000061318868,0.000028215974
seed_2700701,2700701,syn-v2-700-scratch-0071,scratch,moderate,scratch,0.999632120132,0.999632120132,0.000133226262,0.000017877041,0.000029304325,0.000012444318,0.000086709915,0.000088299108
seed_2700701,2700701,syn-v2-700-scratch-0049,scratch,moderate,scratch,0.998220384121,0.998220384121,0.000462840952,0.000058220066,0.000077545468,0.001038827584,0.000084178821,0.000057881312
seed_2700701,2700701,syn-v2-700-scratch-0099,scratch,moderate,scratch,0.999753654003,0.999753654003,0.000006963604,0.000002407710,0.000009754210,0.000001207412,0.000006918723,0.000219163005
seed_2700701,2700701,syn-v2-700-scratch-0053,scratch,moderate,scratch,0.999855041504,0.999855041504,0.000048952144,0.000009745288,0.000009852040,0.000030318708,0.000018393137,0.000027642196
seed_2700701,2700701,syn-v2-700-scratch-0098,scratch,moderate,scratch,0.999953985214,0.999953985214,0.000026048092,0.000001535338,0.000002446841,0.000000868761,0.000003520119,0.000011594463
seed_2700701,2700701,syn-v2-700-scratch-0066,scratch,moderate,scratch,0.999591767788,0.999591767788,0.000098866614,0.000009799199,0.000081935948,0.000010991624,0.000092422517,0.000114243419
seed_2700701,2700701,syn-v2-700-scratch-0032,scratch,moderate,scratch,0.999700784683,0.999700784683,0.000037568443,0.000040818210,0.000028042845,0.000024704503,0.000129995315,0.000038253409
seed_2700701,2700701,syn-v2-700-scratch-0093,scratch,moderate,scratch,0.984104275703,0.984104275703,0.001046392717,0.000405893632,0.000940201397,0.006895823404,0.005347346421,0.001260145218
seed_2700701,2700701,syn-v2-700-scratch-0029,scratch,moderate,scratch,0.999972701073,0.999972701073,0.000009181503,0.000001276861,0.000004404775,0.000001279237,0.000003064851,0.000008066449
seed_2700701,2700701,syn-v2-700-scratch-0026,scratch,moderate,scratch,0.850285470486,0.850285470486,0.002862941241,0.005175827071,0.008356297389,0.011029031128,0.120259478688,0.002030969597
seed_2700701,2700701,syn-v2-700-scratch-0012,scratch,moderate,scratch,0.998869717121,0.998869717121,0.000287324190,0.000066942914,0.000050199120,0.000592139550,0.000036265850,0.000097345277
seed_2700701,2700701,syn-v2-700-scratch-0036,scratch,moderate,scratch,0.960574626923,0.960574626923,0.001986708958,0.000972186215,0.001743078930,0.024593885988,0.008386009373,0.001743491157
seed_2700701,2700701,syn-v2-700-scratch-0080,scratch,moderate,scratch,0.999561607838,0.999561607838,0.000172367465,0.000029647241,0.000043797318,0.000003003611,0.000016423806,0.000173098873
seed_2700701,2700701,syn-v2-700-scratch-0081,scratch,moderate,scratch,0.891653954983,0.891653954983,0.005005045794,0.000798796362,0.002131847898,0.031276408583,0.066094525158,0.003039491363
seed_2700701,2700701,syn-v2-700-scratch-0041,scratch,moderate,scratch,0.999657750130,0.999657750130,0.000163820601,0.000046496025,0.000055322602,0.000028315259,0.000008566011,0.000039612762
seed_2700701,2700701,syn-v2-700-scratch-0040,scratch,moderate,scratch,0.969253480434,0.969253480434,0.012448494323,0.000409539556,0.001781480736,0.012195343152,0.002830387792,0.001081259106
seed_2700701,2700701,syn-v2-700-scratch-0004,scratch,moderate,scratch,0.999759256840,0.999759256840,0.000106975334,0.000006155288,0.000018414681,0.000044233162,0.000011883982,0.000053021817
seed_2700701,2700701,syn-v2-700-scratch-0022,scratch,moderate,scratch,0.999601900578,0.999601900578,0.000060010803,0.000018321873,0.000033554068,0.000034851004,0.000041828822,0.000209659745
seed_2700701,2700701,syn-v2-700-scratch-0062,scratch,moderate,scratch,0.999910235405,0.999910235405,0.000049070772,0.000009952707,0.000007380103,0.000006526510,0.000002256058,0.000014439800
seed_2700701,2700701,syn-v2-700-scratch-0082,scratch,severe,scratch,0.999819695950,0.999819695950,0.000030999912,0.000006014482,0.000014227868,0.000004928550,0.000044291050,0.000079941099
seed_2700701,2700701,syn-v2-700-scratch-0003,scratch,severe,scratch,0.999661326408,0.999661326408,0.000178311384,0.000018583733,0.000030691452,0.000024317473,0.000025886484,0.000060916864
seed_2700701,2700701,syn-v2-700-scratch-0016,scratch,severe,scratch,0.999779284000,0.999779284000,0.000023305749,0.000002504615,0.000012237972,0.000000944497,0.000006235951,0.000175394438
seed_2700701,2700701,syn-v2-700-scratch-0006,scratch,severe,scratch,0.999680519104,0.999680519104,0.000177801470,0.000039535920,0.000022885695,0.000031284762,0.000020365675,0.000027615477
seed_2700701,2700701,syn-v2-700-scratch-0092,scratch,severe,scratch,0.999727904797,0.999727904797,0.000162050215,0.000029936655,0.000030422707,0.000009190310,0.000022213620,0.000018294291
seed_2700701,2700701,syn-v2-700-scratch-0027,scratch,severe,scratch,0.999974846840,0.999974846840,0.000009641719,0.000002703629,0.000003610369,0.000000774888,0.000002128713,0.000006278685
seed_2700701,2700701,syn-v2-700-scratch-0074,scratch,severe,scratch,0.999218344688,0.999218344688,0.000263703696,0.000122005316,0.000193369619,0.000077187244,0.000055328990,0.000070012000
seed_2700701,2700701,syn-v2-700-scratch-0072,scratch,severe,scratch,0.999637722969,0.999637722969,0.000194276829,0.000023926183,0.000029371751,0.000010568336,0.000011973757,0.000092131166
seed_2700701,2700701,syn-v2-700-scratch-0068,scratch,severe,scratch,0.999705970287,0.999705970287,0.000130568020,0.000009207434,0.000019064079,0.000011443733,0.000037434347,0.000086193759
seed_2700701,2700701,syn-v2-700-scratch-0075,scratch,severe,scratch,0.999942660332,0.999942660332,0.000024756193,0.000002704785,0.000006301174,0.000003443472,0.000005999272,0.000014061276
seed_2700701,2700701,syn-v2-700-scratch-0014,scratch,severe,scratch,0.999760448933,0.999760448933,0.000089552319,0.000008575671,0.000029381355,0.000035174937,0.000017581842,0.000059328817
seed_2700701,2700701,syn-v2-700-scratch-0084,scratch,severe,scratch,0.999968886375,0.999968886375,0.000005005206,0.000003575221,0.000003882591,0.000000366733,0.000003525874,0.000014778206
seed_2700701,2700701,syn-v2-700-scratch-0058,scratch,severe,scratch,0.999723136425,0.999723136425,0.000122238547,0.000006696296,0.000027625003,0.000002266187,0.000004124878,0.000113941678
seed_2700701,2700701,syn-v2-700-scratch-0010,scratch,severe,scratch,0.999833345413,0.999833345413,0.000026407812,0.000010259590,0.000014453350,0.000002354075,0.000012437341,0.000100719080
seed_2700701,2700701,syn-v2-700-surface_spot-0061,surface_spot,mild,surface_spot,0.991729080677,0.000288004318,0.991729080677,0.000135050301,0.006419947371,0.000245131057,0.000971184752,0.000211544640
seed_2700701,2700701,syn-v2-700-surface_spot-0051,surface_spot,mild,surface_spot,0.878314137459,0.001064563170,0.878314137459,0.001994426362,0.107238970697,0.003093377454,0.005730676465,0.002563726157
seed_2700701,2700701,syn-v2-700-surface_spot-0096,surface_spot,mild,surface_spot,0.999809563160,0.000021757967,0.999809563160,0.000001915217,0.000076430806,0.000026660604,0.000053419670,0.000010278285
seed_2700701,2700701,syn-v2-700-surface_spot-0042,surface_spot,mild,surface_spot,0.998261511326,0.000027947090,0.998261511326,0.000014347427,0.001086190110,0.000430105865,0.000146744147,0.000033221426
seed_2700701,2700701,syn-v2-700-surface_spot-0002,surface_spot,mild,surface_spot,0.837708175182,0.006265061907,0.837708175182,0.000776563131,0.148361921310,0.002838206245,0.002206935547,0.001843121485
seed_2700701,2700701,syn-v2-700-surface_spot-0013,surface_spot,mild,surface_spot,0.996082365513,0.000054474043,0.996082365513,0.000025895448,0.002813044470,0.000614555494,0.000333645905,0.000076076554
seed_2700701,2700701,syn-v2-700-surface_spot-0012,surface_spot,mild,surface_spot,0.997994065285,0.000122027006,0.997994065285,0.000017169283,0.001524085063,0.000121411547,0.000160404845,0.000060811559
seed_2700701,2700701,syn-v2-700-surface_spot-0031,surface_spot,mild,surface_spot,0.823499023914,0.003204387845,0.823499023914,0.001033916604,0.161213457584,0.002097168239,0.006297949236,0.002654146636
seed_2700701,2700701,syn-v2-700-surface_spot-0041,surface_spot,mild,surface_spot,0.709290206432,0.001798217301,0.709290206432,0.001470667077,0.269350588322,0.002091185190,0.014548762701,0.001450366341
seed_2700701,2700701,syn-v2-700-surface_spot-0023,surface_spot,mild,surface_spot,0.997813701630,0.000136550108,0.997813701630,0.000066095265,0.001094507286,0.000109444045,0.000706857420,0.000072670897
seed_2700701,2700701,syn-v2-700-surface_spot-0010,surface_spot,mild,surface_spot,0.998052477837,0.000081072467,0.998052477837,0.000007396830,0.001134276506,0.000367169938,0.000317885657,0.000039695118
seed_2700701,2700701,syn-v2-700-surface_spot-0036,surface_spot,mild,surface_spot,0.995345652103,0.000188928083,0.995345652103,0.000033415021,0.002840818604,0.001181166037,0.000329315139,0.000080683829
seed_2700701,2700701,syn-v2-700-surface_spot-0056,surface_spot,mild,surface_spot,0.997266530991,0.000104653045,0.997266530991,0.000022930237,0.001568491687,0.000391718670,0.000510063313,0.000135657334
seed_2700701,2700701,syn-v2-700-surface_spot-0075,surface_spot,mild,surface_spot,0.997822761536,0.000077482866,0.997822761536,0.000007441275,0.001788468682,0.000072732080,0.000195101660,0.000036150530
